,epoch,time,train_perplexity,val_loss,val_perplexity
0,1.0,83.46537923812866,1099.9923168319854,6.469294669581394,645.0286081811478
1,2.0,83.44676351547241,669.9759885388844,6.205526062086517,495.4795403932218
2,3.0,83.65135097503662,565.9334387470184,6.068468776403689,432.01865768783074
3,4.0,83.66477823257446,488.3331142449119,5.951262595606785,384.2381703496192
4,5.0,83.65778255462646,432.44566952878176,5.861301955054788,351.1810684750646
5,6.0,83.45995616912842,389.1472579364977,5.7912555769378065,327.42387225932924
6,7.0,83.65377426147461,354.22293052553556,5.714235343185126,303.1523071825978
7,8.0,83.6686429977417,326.294166261721,5.6616360252978755,287.61880949716164
8,9.0,83.68436908721924,302.7869737863003,5.613108476003011,273.9946213272866
9,10.0,83.63271450996399,284.14572592349657,5.573496986837948,263.35343434565993
10,11.0,83.61919045448303,267.26064034880824,5.544668796015721,255.86981910421954
11,12.0,83.67246866226196,252.58507512853075,5.510062124214921,247.1664816142992
12,13.0,83.63332509994507,239.9213971864062,5.484150400348738,240.84423587155948
13,14.0,83.57863545417786,228.44043356075716,5.454848626080682,233.88946362485976
14,15.0,83.7410535812378,217.7160763883706,5.428854605730842,227.88807418635514
15,16.0,83.65132331848145,208.03268467387772,5.417978483087876,225.42296525593522
16,17.0,83.66492438316345,199.75135947066119,5.3944883159562655,220.18945083792283
17,18.0,83.64564776420593,191.56921893051828,5.367145977768243,214.25051854783584
18,19.0,83.65224099159241,184.120222476002,5.357950247970282,212.2893596337793
19,20.0,83.62756633758545,178.3125322522883,5.3348695156621,207.44567862983428
